# files

# executables
# id    name                    is_hidden       resource_name                   alias_target_id
402,    Vozrozhdeniya2.pic,     false,          sp_reb2,
403,    Vozrozhdeniya3.pic,     false,          sp_reb3,
404,    Yamantau1.pic,          false,          sp_wmd1,
405,    Yamantau2.pic,          false,          sp_wmd2,
406,    Yamantau3.pic,          false,          sp_wmd3,
407,    Yamantau4.pic,          false,          sp_wmd4,
408,    Yamantau5.pic,          false,          sp_wmd5,
409,    Yamantau6.pic,          false,          sp_wmd6,
410,    arctic1.pic,            false,          sp_full1,
411,    barhavana.pic,          false,          sp_bop1,
412,    berlin.pic,             false,          berlin,
413,    buoys.pic,              false,          sp_uwb2,
414,    cage.pic,               false,          sp_pay1,
415,    castrosmansion.pic,     false,          sp_bop2,
416,    clearing.pic,           false,          sp_pay2,
417,    cracked1.pic,           false,          mp_cracked1,
418,    cracked2.pic,           false,          mp_cracked2,
419,    cross.pic,              false,          cross,
420,    derriese1.pic,          false,          z_dr1,
421,    doa1.pic,               false,          doa1,
422,    doa2.pic,               false,          doa2,
423,    doa3.pic,               false,          doa3,
424,    engineeruntoten.pic,    false,          z_eng1,
425,    eo1.pic,                false,          sp_flash1,
426,    eo2.pic,                false,          sp_flash2,
427,    eyesonmason.pic,        false,          mason1,
428,    filereznov.pic,         false,          reznov4,
429,    freighter.pic,          false,          sp_uwb1,
430,    getclarke.pic,          false,          sp_kowclarksb,
431,    gkn6found.pic,          false,          sp_full2,
432,    govtafterhours.pic,     false,          z_pent1,
433,    kc1.pic,                false,          sp_kow1,
434,    kc2.pic,                false,          sp_kow2,
435,    khesanh1.pic,           false,          sp_khe1,
436,    khesanh2.pic,           false,          sp_khe2,
437,    khesanh3.pic,           false,          sp_khe3,
438,    khesanh4.pic,           false,          sp_khe4,
439,    kinoalley.pic,          false,          z_theater3,
440,    kinofoyer.pic,          false,          z_theater1,
441,    kinolobby.pic,          false,          z_theater4,
442,    kinoscreen.pic,         false,          z_theater2,
443,    launch1.pic,            false,          mp_cosmo1,
444,    launch2.pic,            false,          mp_cosmo2,
445,    meanbush.pic,           false,          sp_sog1,
446,    mnk1.pic,               false,          sp_river1,
447,    mnk2.pic,               false,          sp_river2,
448,    mnk3.pic,               false,          sp_river3,
449,    mnk4.pic,               false,          sp_river4,
450,    mnk5.pic,               false,          sp_river5,
451,    moonpool.pic,           false,          sp_uwb4,
452,    morgue.pic,             false,          sp_inter2,
453,    oldwolf.pic,            false,          reznov3,
454,    river2.pic,             false,          plantint,
455,    storm.pic,              false,          storm,
456,    tet1.pic,               false,          sp_slau1,
457,    tet2.pic,               false,          sp_slau2,
458,    thechair.pic,           false,          sp_inter1,
459,    thewolf.pic,            false,          reznov1,
460,    uwb1.pic,               false,          sp_uwb3,
461,    victory.pic,            false,          sp_uwb5,
462,    vorkuta1.pic,           false,          sp_vork1,
463,    vorkuta2.pic,           false,          sp_vork2,
464,    vorkuta3.pic,           false,          sp_vork3,
465,    vorkuta4.pic,           false,          sp_vork4,
466,    vorkuta5.pic,           false,          sp_vork5,
467,    warroom.pic,            false,          sp_pent1,
468,    wolfinchains.pic,       false,          reznov2,

# sound files
# id    name                    is_hidden       resource_name                   alias_target_id
501,    anvil.snd,              false,          mus_anvil_trippy,
502,    castro.snd,             false,          mus_beheaded_vox_castro,
503,    crash.snd,              false,          mus_crash_c130,
504,    eagleclaw.snd,          false,          mus_eagleclaw_bike,
505,    enschtal.snd,           false,          mus_enschtal_guitars,
506,    extraction.snd,         false,          mus_pentagon_extraction,
507,    group15.snd,            false,          mus_group15_post_zipline_stg,
508,    hardtarget.snd,         false,          mus_sr71_hard_target,
509,    kowloon.snd,            false,          mus_kowloon_intro_stg,
510,    meetreznov.snd,         false,          mus_meetreznov,
511,    melville.snd,           false,          mus_melville_hangar_fight,
512,    metal.snd,              false,          mus_metal_1_stg,
513,    rapture.snd,            false,          mus_reznov_fight,
514,    reznov.snd,             false,          mus_rapture_intro_radio,
515,    runway.snd,             false,          mus_sr71_runway_scripted,
516,    train.snd,              false,          mus_anvil_train,
